Video ID,Title,Upload Date,Video Type,Duration,Duration in s,View Count,Like Count,Comment Count
i3h3uNbgBhE,Dry Aged BRISKET Bacon BLT,2022-12-27,Short,50S,50,4107577,302797,982
RwTq-5tIcl0,How to Trim a Dry Aged Brisket,2022-12-26,Short,33S,33,1877494,114029,184
r6cv2JCiLnw,The Perfect Prime Rib,2022-12-22,Short,59S,59,5420883,339151,2220
b5RmtXKODPo,Brisket Bread (made with ChefsTemp),2022-12-15,Short,46S,46,8317276,611699,1510
yrFDWPJF4bs,I Soaked a Ribeye in Wine for 24hrs Then Dry Aged It,2022-12-14,Short,52S,52,23987025,1446340,3365
ZLopuHdqjBc,The Worlds Most Underrated Steak,2022-12-08,Short,40S,40,11235243,698286,2030
cDseYSjGYIc,15 Day Marinated Brisket,2022-12-07,Short,47S,47,46022294,2483071,3461
zvktSuKszqk,Short Rib Challah Bao,2022-12-07,Short,43S,43,1741319,116826,669
z5GPq_pkbR0,Elk Loin Cooked Inside of Salt,2022-11-30,Short,46S,46,26437283,1372458,6763
SplCbOj2aTI,What it was like celebrating holidays in China,2022-11-25,Short,1M,60,4069968,403325,925
aSVEV2EmHG8,“The cutest thing you ever made” - My sister,2022-11-22,Short,40S,40,1909244,142832,638
SYyIbvTD2e8,The Perfect Thanksgiving Turkey,2022-11-21,Short,1M,60,5506543,345569,1324
OoTiTqf7eZc,Not Your Average Turkey… (Peking Turkey),2022-11-19,Short,44S,44,6152035,501185,1732
-RG6rob2cNQ,How to carve a Turkey 🦃,2022-11-18,Short,31S,31,5613030,349253,640
xCbATMWcb1g,Cooking a FROZEN Steak,2022-11-16,Short,52S,52,33044359,1477524,3773
cNJteplOcNI,Wagyu Tallow Dry Aged Prime Rib,2022-11-15,Short,46S,46,6746192,444170,1867
a4V3I_3JXac,The Ultimate Surf & Turf,2022-11-12,Short,34S,34,2120455,143985,598
GGQUOD7K5nU,Dry Aged Roast Beef Sandwich Ft. @NickDiGiovanni,2022-11-11,Short,31S,31,5902142,371819,1094
JZUKssceS00,APPLEWOOD Liquid Smoke + Coffee Dry Age Pt.3,2022-11-09,Short,38S,38,2040830,172902,370
BDwni0c9zN4,Powdered Smoke Dry Age Pt. 2,2022-11-08,Short,40S,40,4687665,357305,663
eHEd5XBr8wA,Cold Smoked THEN Dry Aged Ribeye Pt. 1,2022-11-07,Short,45S,45,6539550,478939,889
AszOPmzcTmQ,Cooking Steak with a Chef in Alaska,2022-11-06,Short,54S,54,3428313,284821,726
skL0m25Nj6Y,Dry Aged Alligator (Nashville Hot Gator Sandwich),2022-11-02,Short,59S,59,14905932,944132,12203
7X3qCbSQhnY,I made my cats favorite food,2022-11-01,Short,52S,52,9941338,752418,3004
3zypsd9C2sE,The Ultimate Triple Decker Burger,2022-10-31,Short,49S,49,1713455,162898,825
fwEV4l_gUQE,Smoked Bourbon Marinated Brisket,2022-10-27,Short,35S,35,1842726,156952,575
CKZN1IfYvC4,Wagyu Short Rib Hot Pocket,2022-10-26,Short,40S,40,2118924,199627,504
PYm4q_L4bII,What I Used to Eat at Sleep Away Camp…,2022-10-25,Short,1M,60,2626974,266131,561
Eu_OoXXhLVs,Duck Balls…,2022-10-24,Short,39S,39,8039462,462884,7093
MQgoIhyc1Jo,The Brisket Baby,2022-10-23,Short,8S,8,2256992,100361,819
vwnMpfPNyes,I Made Salmon Dumplings in Alaska,2022-10-22,Short,50S,50,12928128,849340,5239
mqvSULs1a8Q,Smoked Beef Heart,2022-10-21,Short,46S,46,3038459,274908,1399
cMf3YuR3JUE,The hardest job I ever had…,2022-10-18,Short,1M,60,17082970,1316782,3410
8W8Au81_gTs,Best “it’s raw” comment wins…,2022-10-17,Short,12S,12,33773749,1466961,102573
Oz6tS6TLs1o,Gochujang Sesame Dry Age,2022-10-16,Short,48S,48,5641312,452708,1092
OBhEz6QjmoU,What I Ate in Alaska… but it keeps getting weirder,2022-10-12,Short,48S,48,2385832,217339,1092
uo1E2vFhAO0,Pulled Pork Ice Cream,2022-10-03,Short,43S,43,2476466,133182,604
EPudgBJ8uy4,“Meat” Balls (Rocky Mountain Oysters),2022-09-29,Short,29S,29,12971879,437303,7298
